76	473
226	21
317	100
411	140
498	139
572	58
661	56
743	15
834	27
923	64
1011	81
1094	92
1186	131
1243	133
1356	144
1442	169
1517	51
1593	7
1683	78
1770	31
1857	90
1936	79
2016	94
2098	10
2186	49
2266	155
2347	110
2429	101
2516	124
2599	100
2679	60
2747	78
2840	82
2910	11
3005	146
3070	188
3187	76
3279	84
3369	19
3453	24
3543	46
3630	138
3709	70
3791	2
3883	53
3970	59
4061	99
4144	149
4228	85
4305	20
4383	11
4463	27
4566	81
4650	63
4728	96
4821	11
4913	43
5003	85
5092	54
5171	15
5261	24
5341	48
5442	2
5555	221
5625	22
5713	2
5823	4
5915	21
6021	70
6103	18
6208	43
6589	109
6660	83
6762	6
6830	157
6934	33
7025	43
7116	69
7195	13
7285	84
7377	28
7471	13
7548	82
7639	16
7703	199
7810	44
7890	125
7989	66
8067	6
8148	36
8217	162
8331	79
8414	81
8517	145
8595	86
8667	5
8750	36
8854	28
8944	118
9023	26
9084	53
9177	7
9244	144
9343	112
9410	60
9502	133
9585	114
9661	67
9748	107
9831	93
9895	52
9999	43
10091	76
10171	22
10252	23
10330	87
10407	140
10508	12
10599	4
10689	24
10771	4
10856	14
10949	113
11040	58
11118	7
11210	29
11287	22
11375	45
11465	56
11546	64
11625	80
11706	89
11792	102
11871	38
11962	62
12051	91
12139	67
12226	27
12319	6
12422	116
12492	74
12590	37
12680	8
12767	17
12839	130
12951	93
13045	40
13137	66
13224	37
