186	206
264	108
367	94
468	62
571	132
685	55
783	117
898	75
988	37
1079	42
1182	36
1270	21
1371	12
1484	113
1586	131
1663	37
1773	131
1853	10
1937	11
2027	51
2118	50
2198	2
2287	46
2379	102
2456	5
2548	46
2641	10
2746	195
2815	75
2910	41
3023	153
3103	24
3197	56
3290	34
3335	592
3479	25
3596	84
3675	57
3767	65
3868	47
3970	48
4057	11
4136	231
4243	23
4337	67
4446	92
4528	74
4643	60
4732	111
4836	11
4927	52
5019	11
5118	43
5211	10
5324	22
5413	20
5504	46
5602	9
5701	11
5793	15
5893	115
6000	16
6091	99
6204	40
6307	86
6387	41
6483	35
6583	76
6672	6
6768	0
6867	17
6957	1
7061	5
7153	23
7242	51
7339	26
7451	72
7543	55
7630	35
7721	49
7819	42
8236	292
8316	92
8397	93
8498	51
8615	14
8707	55
8819	102
8899	50
8989	50
9102	160
9180	70
9284	43
9372	55
9478	52
9583	59
9672	47
9785	51
9881	23
9970	60
10058	95
10149	185
10261	34
10346	16
10461	20
10539	63
10641	111
10739	113
10855	110
10935	3
11049	45
11129	43
11239	16
11351	67
11440	101
11509	84
11621	64
11732	116
11823	170
