36	313
154	25
258	184
324	23
424	173
490	15
591	182
670	102
758	144
815	44
909	74
980	38
1071	144
1142	48
1234	16
1323	88
1405	53
1474	27
1569	118
1656	55
1743	168
1811	44
1903	56
1988	163
2067	115
2168	321
2236	124
2316	73
2410	52
2476	79
2580	25
2680	171
2758	10
2848	135
2949	175
3006	53
3099	17
3190	7
3283	28
3372	10
3463	74
3555	51
3649	25
3751	9
3829	29
3933	147
4009	8
4100	26
4191	38
4296	52
4385	46
4455	164
4564	64
4658	16
4758	47
4850	99
4939	59
5048	192
5117	15
5200	42
5284	41
5373	19
5462	64
5566	50
5655	28
5759	146
5849	158
5920	50
6023	81
6105	10
6196	8
6287	25
6381	53
6466	62
6556	74
6662	121
6738	87
6827	4
6908	153
6987	286
7126	15
7204	39
7297	58
7396	17
7497	106
7582	8
7670	118
7765	63
7859	29
7961	42
8041	45
8130	45
8227	88
8321	27
8424	9
8515	7
8607	21
8691	96
8778	8
8880	148
8960	92
9059	48
9156	68
9251	41
9347	43
9443	55
9534	72
9627	121
9706	26
9796	17
9888	66
9977	64
10071	48
10172	110
10257	22
10355	33
10445	28
10531	52
10622	4
10709	64
10805	52
10887	73
10996	27
11086	10
11184	105
11277	92
11370	34
11451	14
11544	26
11633	19
11718	61
11822	5
11914	53
12005	16
12095	37
12184	12
12273	18
12367	7
12465	36
12555	49
12655	58
12752	7
12845	85
12957	26
13057	70
